date,home_team,away_team,home_score,away_score,competition,year,round,group,venue,pen_home,pen_away
2002-06-30,germany,brazil,0,2,世界杯2002决赛,2002,Final,,"International Stadium Yokohama, Yokohama",,
2006-06-09,germany,costa_rica,4,2,世界杯2006小组赛 Group A,2006,Matchday 1,Group A,"Allianz Arena, München",,
2006-06-09,poland,ecuador,0,2,世界杯2006小组赛 Group A,2006,Matchday 1,Group A,"Veltins-Arena, Gelsenkirchen",,
2006-06-10,argentina,c_te_d_ivoire,2,1,世界杯2006小组赛 Group C,2006,Matchday 2,Group C,"AOL Arena, Hamburg",,
2006-06-10,england,paraguay,1,0,世界杯2006小组赛 Group B,2006,Matchday 2,Group B,"Commerzbank-Arena, Frankfurt",,
2006-06-10,trinidad_and_tobago,sweden,0,0,世界杯2006小组赛 Group B,2006,Matchday 2,Group B,"Signal Iduna Park, Dortmund",,
2006-06-11,angola,portugal,0,1,世界杯2006小组赛 Group D,2006,Matchday 3,Group D,"RheinEnergieStadion, Köln",,
2006-06-11,mexico,iran,3,1,世界杯2006小组赛 Group D,2006,Matchday 3,Group D,"Frankenstadion, Nürnberg",,
2006-06-11,serbia_and_montenegro,netherlands,0,1,世界杯2006小组赛 Group C,2006,Matchday 3,Group C,"Zentralstadion, Leipzig",,
2006-06-12,australia,japan,3,1,世界杯2006小组赛 Group F,2006,Matchday 4,Group F,"Fritz-Walter-Stadion, Kaiserslautern",,
2006-06-12,italy,ghana,2,0,世界杯2006小组赛 Group E,2006,Matchday 4,Group E,"AWD-Arena, Hannover",,
2006-06-12,usa,czech_republic,0,3,世界杯2006小组赛 Group E,2006,Matchday 4,Group E,"Veltins-Arena, Gelsenkirchen",,
2006-06-13,brazil,croatia,1,0,世界杯2006小组赛 Group F,2006,Matchday 5,Group F,"Olympiastadion, Berlin",,
2006-06-13,france,switzerland,0,0,世界杯2006小组赛 Group G,2006,Matchday 5,Group G,"Gottlieb-Daimler-Stadion, Stuttgart",,
2006-06-13,south_korea,togo,2,1,世界杯2006小组赛 Group G,2006,Matchday 5,Group G,"Commerzbank-Arena, Frankfurt",,
2006-06-14,germany,poland,1,0,世界杯2006小组赛 Group A,2006,Matchday 6,Group A,"Signal Iduna Park, Dortmund",,
2006-06-14,spain,ukraine,4,0,世界杯2006小组赛 Group H,2006,Matchday 6,Group H,"Zentralstadion, Leipzig",,
2006-06-14,tunisia,saudi_arabia,2,2,世界杯2006小组赛 Group H,2006,Matchday 6,Group H,"Allianz Arena, München",,
2006-06-15,ecuador,costa_rica,3,0,世界杯2006小组赛 Group A,2006,Matchday 7,Group A,"AOL Arena, Hamburg",,
2006-06-15,england,trinidad_and_tobago,2,0,世界杯2006小组赛 Group B,2006,Matchday 7,Group B,"Frankenstadion, Nürnberg",,
2006-06-15,sweden,paraguay,1,0,世界杯2006小组赛 Group B,2006,Matchday 7,Group B,"Olympiastadion, Berlin",,
2006-06-16,argentina,serbia_and_montenegro,6,0,世界杯2006小组赛 Group C,2006,Matchday 8,Group C,"Veltins-Arena, Gelsenkirchen",,
2006-06-16,mexico,angola,0,0,世界杯2006小组赛 Group D,2006,Matchday 8,Group D,"AWD-Arena, Hannover",,
2006-06-16,netherlands,c_te_d_ivoire,2,1,世界杯2006小组赛 Group C,2006,Matchday 8,Group C,"Gottlieb-Daimler-Stadion, Stuttgart",,
2006-06-17,czech_republic,ghana,0,2,世界杯2006小组赛 Group E,2006,Matchday 9,Group E,"RheinEnergieStadion, Köln",,
2006-06-17,italy,usa,1,1,世界杯2006小组赛 Group E,2006,Matchday 9,Group E,"Fritz-Walter-Stadion, Kaiserslautern",,
2006-06-17,portugal,iran,2,0,世界杯2006小组赛 Group D,2006,Matchday 9,Group D,"Commerzbank-Arena, Frankfurt",,
2006-06-18,brazil,australia,2,0,世界杯2006小组赛 Group F,2006,Matchday 10,Group F,"Allianz Arena, München",,
2006-06-18,france,south_korea,1,1,世界杯2006小组赛 Group G,2006,Matchday 10,Group G,"Zentralstadion, Leipzig",,
2006-06-18,japan,croatia,0,0,世界杯2006小组赛 Group F,2006,Matchday 10,Group F,"Frankenstadion, Nürnberg",,
2006-06-19,saudi_arabia,ukraine,0,4,世界杯2006小组赛 Group H,2006,Matchday 11,Group H,"AOL Arena, Hamburg",,
2006-06-19,spain,tunisia,3,1,世界杯2006小组赛 Group H,2006,Matchday 11,Group H,"Gottlieb-Daimler-Stadion, Stuttgart",,
2006-06-19,togo,switzerland,0,2,世界杯2006小组赛 Group G,2006,Matchday 11,Group G,"Signal Iduna Park, Dortmund",,
2006-06-20,costa_rica,poland,1,2,世界杯2006小组赛 Group A,2006,Matchday 12,Group A,"AWD-Arena, Hannover",,
2006-06-20,ecuador,germany,0,3,世界杯2006小组赛 Group A,2006,Matchday 12,Group A,"Olympiastadion, Berlin",,
2006-06-20,paraguay,trinidad_and_tobago,2,0,世界杯2006小组赛 Group B,2006,Matchday 12,Group B,"Fritz-Walter-Stadion, Kaiserslautern",,
2006-06-20,sweden,england,2,2,世界杯2006小组赛 Group B,2006,Matchday 12,Group B,"RheinEnergieStadion, Köln",,
2006-06-21,c_te_d_ivoire,serbia_and_montenegro,3,2,世界杯2006小组赛 Group C,2006,Matchday 13,Group C,"Allianz Arena, München",,
2006-06-21,iran,angola,1,1,世界杯2006小组赛 Group D,2006,Matchday 13,Group D,"Zentralstadion, Leipzig",,
2006-06-21,netherlands,argentina,0,0,世界杯2006小组赛 Group C,2006,Matchday 13,Group C,"Commerzbank-Arena, Frankfurt",,
2006-06-21,portugal,mexico,2,1,世界杯2006小组赛 Group D,2006,Matchday 13,Group D,"Veltins-Arena, Gelsenkirchen",,
2006-06-22,croatia,australia,2,2,世界杯2006小组赛 Group F,2006,Matchday 14,Group F,"Gottlieb-Daimler-Stadion, Stuttgart",,
2006-06-22,czech_republic,italy,0,2,世界杯2006小组赛 Group E,2006,Matchday 14,Group E,"AOL Arena, Hamburg",,
2006-06-22,ghana,usa,2,1,世界杯2006小组赛 Group E,2006,Matchday 14,Group E,"Frankenstadion, Nürnberg",,
2006-06-22,japan,brazil,1,4,世界杯2006小组赛 Group F,2006,Matchday 14,Group F,"Signal Iduna Park, Dortmund",,
2006-06-23,saudi_arabia,spain,0,1,世界杯2006小组赛 Group H,2006,Matchday 15,Group H,"Fritz-Walter-Stadion, Kaiserslautern",,
2006-06-23,switzerland,south_korea,2,0,世界杯2006小组赛 Group G,2006,Matchday 15,Group G,"AWD-Arena, Hannover",,
2006-06-23,togo,france,0,2,世界杯2006小组赛 Group G,2006,Matchday 15,Group G,"RheinEnergieStadion, Köln",,
2006-06-23,ukraine,tunisia,1,0,世界杯2006小组赛 Group H,2006,Matchday 15,Group H,"Olympiastadion, Berlin",,
2006-06-24,argentina,mexico,1,1,世界杯2006十六强,2006,Round of 16,,"Zentralstadion, Leipzig",,
2006-06-24,germany,sweden,2,0,世界杯2006十六强,2006,Round of 16,,"Allianz Arena, München",,
2006-06-25,england,ecuador,1,0,世界杯2006十六强,2006,Round of 16,,"Gottlieb-Daimler-Stadion, Stuttgart",,
2006-06-25,portugal,netherlands,1,0,世界杯2006十六强,2006,Round of 16,,"Frankenstadion, Nürnberg",,
2006-06-26,italy,australia,1,0,世界杯2006十六强,2006,Round of 16,,"Fritz-Walter-Stadion, Kaiserslautern",,
2006-06-26,switzerland,ukraine,0,0,世界杯2006十六强,2006,Round of 16,,"RheinEnergieStadion, Köln",0,3
2006-06-27,brazil,ghana,3,0,世界杯2006十六强,2006,Round of 16,,"Signal Iduna Park, Dortmund",,
2006-06-27,spain,france,1,3,世界杯2006十六强,2006,Round of 16,,"AWD-Arena, Hannover",,
2006-06-30,germany,argentina,1,1,世界杯2006决赛,2006,Quarterfinals,,"Olympiastadion, Berlin",4,2
2006-06-30,italy,ukraine,3,0,世界杯2006决赛,2006,Quarterfinals,,"AOL Arena, Hamburg",,
2006-07-01,brazil,france,0,1,世界杯2006决赛,2006,Quarterfinals,,"Commerzbank-Arena, Frankfurt",,
2006-07-01,england,portugal,0,0,世界杯2006决赛,2006,Quarterfinals,,"Veltins-Arena, Gelsenkirchen",1,3
2006-07-04,germany,italy,0,0,世界杯2006决赛,2006,Semifinals,,"Signal Iduna Park, Dortmund",,
2006-07-05,portugal,france,0,1,世界杯2006决赛,2006,Semifinals,,"Allianz Arena, München",,
2006-07-08,germany,portugal,3,1,世界杯2006 Third-place play-off,2006,Third-place play-off,,"Gottlieb-Daimler-Stadion, Stuttgart",,
2006-07-09,italy,france,1,1,世界杯2006决赛,2006,Final,,"Olympiastadion, Berlin",5,3
2010-06-11,south_africa,mexico,1,1,世界杯2010小组赛 Group A,2010,Matchday 1,Group A,"Soccer City, Johannesburg",,
2010-06-11,uruguay,france,0,0,世界杯2010小组赛 Group A,2010,Matchday 1,Group A,"Cape Town Stadium, Cape Town",,
2010-06-12,argentina,nigeria,1,0,世界杯2010小组赛 Group B,2010,Matchday 2,Group B,"Ellis Park Stadium, Johannesburg",,
2010-06-12,england,usa,1,1,世界杯2010小组赛 Group C,2010,Matchday 2,Group C,"Royal Bafokeng Stadium, Rustenburg",,
2010-06-12,south_korea,greece,2,0,世界杯2010小组赛 Group B,2010,Matchday 2,Group B,"Nelson Mandela Bay Stadium, Port Elizabeth",,
2010-06-13,algeria,slovenia,0,1,世界杯2010小组赛 Group C,2010,Matchday 3,Group C,"Peter Mokaba Stadium, Polokwane",,
2010-06-13,germany,australia,4,0,世界杯2010小组赛 Group D,2010,Matchday 3,Group D,"Moses Mabhida Stadium, Durban",,
2010-06-13,serbia,ghana,0,1,世界杯2010小组赛 Group D,2010,Matchday 3,Group D,"Loftus Versfeld Stadium, Pretoria",,
2010-06-14,italy,paraguay,1,1,世界杯2010小组赛 Group F,2010,Matchday 4,Group F,"Cape Town Stadium, Cape Town",,
2010-06-14,japan,cameroon,1,0,世界杯2010小组赛 Group E,2010,Matchday 4,Group E,"Free State Stadium, Bloemfontein",,
2010-06-14,netherlands,denmark,2,0,世界杯2010小组赛 Group E,2010,Matchday 4,Group E,"Soccer City, Johannesburg",,
2010-06-15,brazil,north_korea,2,1,世界杯2010小组赛 Group G,2010,Matchday 5,Group G,"Ellis Park Stadium, Johannesburg",,
2010-06-15,c_te_d_ivoire,portugal,0,0,世界杯2010小组赛 Group G,2010,Matchday 5,Group G,"Nelson Mandela Bay Stadium, Port Elizabeth",,
2010-06-15,new_zealand,slovakia,1,1,世界杯2010小组赛 Group F,2010,Matchday 5,Group F,"Royal Bafokeng Stadium, Rustenburg",,
2010-06-16,honduras,chile,0,1,世界杯2010小组赛 Group H,2010,Matchday 6,Group H,"Mbombela Stadium, Nelspruit",,
2010-06-16,south_africa,uruguay,0,3,世界杯2010小组赛 Group A,2010,Matchday 6,Group A,"Loftus Versfeld Stadium, Pretoria",,
2010-06-16,spain,switzerland,0,1,世界杯2010小组赛 Group H,2010,Matchday 6,Group H,"Moses Mabhida Stadium, Durban",,
2010-06-17,argentina,south_korea,4,1,世界杯2010小组赛 Group B,2010,Matchday 7,Group B,"Soccer City, Johannesburg",,
2010-06-17,france,mexico,0,2,世界杯2010小组赛 Group A,2010,Matchday 7,Group A,"Peter Mokaba Stadium, Polokwane",,
2010-06-17,greece,nigeria,2,1,世界杯2010小组赛 Group B,2010,Matchday 7,Group B,"Free State Stadium, Bloemfontein",,
2010-06-18,england,algeria,0,0,世界杯2010小组赛 Group C,2010,Matchday 8,Group C,"Cape Town Stadium, Cape Town",,
2010-06-18,germany,serbia,0,1,世界杯2010小组赛 Group D,2010,Matchday 8,Group D,"Nelson Mandela Bay Stadium, Port Elizabeth",,
2010-06-18,slovenia,usa,2,2,世界杯2010小组赛 Group C,2010,Matchday 8,Group C,"Ellis Park Stadium, Johannesburg",,
2010-06-19,cameroon,denmark,1,2,世界杯2010小组赛 Group E,2010,Matchday 9,Group E,"Loftus Versfeld Stadium, Pretoria",,
2010-06-19,ghana,australia,1,1,世界杯2010小组赛 Group D,2010,Matchday 9,Group D,"Royal Bafokeng Stadium, Rustenburg",,
2010-06-19,netherlands,japan,1,0,世界杯2010小组赛 Group E,2010,Matchday 9,Group E,"Moses Mabhida Stadium, Durban",,
2010-06-20,brazil,c_te_d_ivoire,3,1,世界杯2010小组赛 Group G,2010,Matchday 10,Group G,"Soccer City, Johannesburg",,
2010-06-20,italy,new_zealand,1,1,世界杯2010小组赛 Group F,2010,Matchday 10,Group F,"Mbombela Stadium, Nelspruit",,
2010-06-20,slovakia,paraguay,0,2,世界杯2010小组赛 Group F,2010,Matchday 10,Group F,"Free State Stadium, Bloemfontein",,
2010-06-21,chile,switzerland,1,0,世界杯2010小组赛 Group H,2010,Matchday 11,Group H,"Nelson Mandela Bay Stadium, Port Elizabeth",,
2010-06-21,portugal,north_korea,7,0,世界杯2010小组赛 Group G,2010,Matchday 11,Group G,"Cape Town Stadium, Cape Town",,
2010-06-21,spain,honduras,2,0,世界杯2010小组赛 Group H,2010,Matchday 11,Group H,"Ellis Park Stadium, Johannesburg",,
2010-06-22,france,south_africa,1,2,世界杯2010小组赛 Group A,2010,Matchday 12,Group A,"Free State Stadium, Bloemfontein",,
2010-06-22,greece,argentina,0,2,世界杯2010小组赛 Group B,2010,Matchday 12,Group B,"Peter Mokaba Stadium, Polokwane",,
2010-06-22,mexico,uruguay,0,1,世界杯2010小组赛 Group A,2010,Matchday 12,Group A,"Royal Bafokeng Stadium, Rustenburg",,
2010-06-22,nigeria,south_korea,2,2,世界杯2010小组赛 Group B,2010,Matchday 12,Group B,"Moses Mabhida Stadium, Durban",,
2010-06-23,australia,serbia,2,1,世界杯2010小组赛 Group D,2010,Matchday 13,Group D,"Mbombela Stadium, Nelspruit",,
2010-06-23,ghana,germany,0,1,世界杯2010小组赛 Group D,2010,Matchday 13,Group D,"Soccer City, Johannesburg",,
2010-06-23,slovenia,england,0,1,世界杯2010小组赛 Group C,2010,Matchday 13,Group C,"Nelson Mandela Bay Stadium, Port Elizabeth",,
2010-06-23,usa,algeria,1,0,世界杯2010小组赛 Group C,2010,Matchday 13,Group C,"Loftus Versfeld Stadium, Pretoria",,
2010-06-24,cameroon,netherlands,1,2,世界杯2010小组赛 Group E,2010,Matchday 14,Group E,"Cape Town Stadium, Cape Town",,
2010-06-24,denmark,japan,1,3,世界杯2010小组赛 Group E,2010,Matchday 14,Group E,"Royal Bafokeng Stadium, Rustenburg",,
2010-06-24,paraguay,new_zealand,0,0,世界杯2010小组赛 Group F,2010,Matchday 14,Group F,"Peter Mokaba Stadium, Polokwane",,
2010-06-24,slovakia,italy,3,2,世界杯2010小组赛 Group F,2010,Matchday 14,Group F,"Ellis Park Stadium, Johannesburg",,
2010-06-25,chile,spain,1,2,世界杯2010小组赛 Group H,2010,Matchday 15,Group H,"Loftus Versfeld Stadium, Pretoria",,
2010-06-25,north_korea,c_te_d_ivoire,0,3,世界杯2010小组赛 Group G,2010,Matchday 15,Group G,"Mbombela Stadium, Nelspruit",,
2010-06-25,portugal,brazil,0,0,世界杯2010小组赛 Group G,2010,Matchday 15,Group G,"Moses Mabhida Stadium, Durban",,
2010-06-25,switzerland,honduras,0,0,世界杯2010小组赛 Group H,2010,Matchday 15,Group H,"Free State Stadium, Bloemfontein",,
2010-06-26,uruguay,south_korea,2,1,世界杯2010十六强,2010,Round of 16,,"Nelson Mandela Bay Stadium, Port Elizabeth",,
2010-06-26,usa,ghana,1,1,世界杯2010十六强,2010,Round of 16,,"Royal Bafokeng Stadium, Rustenburg",,
2010-06-27,argentina,mexico,3,1,世界杯2010十六强,2010,Round of 16,,"Soccer City, Johannesburg",,
2010-06-27,germany,england,4,1,世界杯2010十六强,2010,Round of 16,,"Free State Stadium, Bloemfontein",,
2010-06-28,brazil,chile,3,0,世界杯2010十六强,2010,Round of 16,,"Ellis Park Stadium, Johannesburg",,
2010-06-28,netherlands,slovakia,2,1,世界杯2010十六强,2010,Round of 16,,"Moses Mabhida Stadium, Durban",,
2010-06-29,paraguay,japan,0,0,世界杯2010十六强,2010,Round of 16,,"Loftus Versfeld Stadium, Pretoria",5,3
2010-06-29,spain,portugal,1,0,世界杯2010十六强,2010,Round of 16,,"Cape Town Stadium, Cape Town",,
2010-07-02,netherlands,brazil,2,1,世界杯2010决赛,2010,Quarterfinals,,"Nelson Mandela Bay Stadium, Port Elizabeth",,
2010-07-02,uruguay,ghana,1,1,世界杯2010决赛,2010,Quarterfinals,,"Soccer City, Johannesburg",4,2
2010-07-03,argentina,germany,0,4,世界杯2010决赛,2010,Quarterfinals,,"Cape Town Stadium, Cape Town",,
2010-07-03,paraguay,spain,0,1,世界杯2010决赛,2010,Quarterfinals,,"Ellis Park Stadium, Johannesburg",,
2010-07-06,uruguay,netherlands,2,3,世界杯2010决赛,2010,Semifinals,,"Cape Town Stadium, Cape Town",,
2010-07-07,germany,spain,0,1,世界杯2010决赛,2010,Semifinals,,"Moses Mabhida Stadium, Durban",,
2010-07-10,uruguay,germany,2,3,世界杯2010 Third-place play-off,2010,Third-place play-off,,"Nelson Mandela Bay Stadium, Port Elizabeth",,
2010-07-11,netherlands,spain,0,0,世界杯2010决赛,2010,Final,,"Soccer City, Johannesburg",,
2014-06-12,brazil,croatia,3,1,世界杯2014小组赛 Group A,2014,Matchday 1,Group A,"Arena de São Paulo, São Paulo",,
2014-06-13,chile,australia,3,1,世界杯2014小组赛 Group B,2014,Matchday 2,Group B,"Arena Pantanal, Cuiabá",,
2014-06-13,mexico,cameroon,1,0,世界杯2014小组赛 Group A,2014,Matchday 2,Group A,"Estádio das Dunas, Natal",,
2014-06-13,spain,netherlands,1,5,世界杯2014小组赛 Group B,2014,Matchday 2,Group B,"Arena Fonte Nova, Salvador",,
2014-06-14,c_te_d_ivoire,japan,2,1,世界杯2014小组赛 Group C,2014,Matchday 3,Group C,"Arena Pernambuco, Recife",,
2014-06-14,colombia,greece,3,0,世界杯2014小组赛 Group C,2014,Matchday 3,Group C,"Estádio Mineirão, Belo Horizonte",,
2014-06-14,england,italy,1,2,世界杯2014小组赛 Group D,2014,Matchday 3,Group D,"Arena Amazônia, Manaus",,
2014-06-14,uruguay,costa_rica,1,3,世界杯2014小组赛 Group D,2014,Matchday 3,Group D,"Estádio Castelão, Fortaleza",,
2014-06-15,argentina,bosnia_herzegovina,2,1,世界杯2014小组赛 Group F,2014,Matchday 4,Group F,"Estádio do Maracanã, Rio de Janeiro",,
2014-06-15,france,honduras,3,0,世界杯2014小组赛 Group E,2014,Matchday 4,Group E,"Estádio Beira-Rio, Porto Alegre",,
2014-06-15,switzerland,ecuador,2,1,世界杯2014小组赛 Group E,2014,Matchday 4,Group E,"Estádio Nacional Mané Garrincha, Brasília",,
2014-06-16,germany,portugal,4,0,世界杯2014小组赛 Group G,2014,Matchday 5,Group G,"Arena Fonte Nova, Salvador",,
2014-06-16,ghana,usa,1,2,世界杯2014小组赛 Group G,2014,Matchday 5,Group G,"Estádio das Dunas, Natal",,
2014-06-16,iran,nigeria,0,0,世界杯2014小组赛 Group F,2014,Matchday 5,Group F,"Arena da Baixada, Curitiba",,
2014-06-17,belgium,algeria,2,1,世界杯2014小组赛 Group H,2014,Matchday 6,Group H,"Estádio Mineirão, Belo Horizonte",,
2014-06-17,brazil,mexico,0,0,世界杯2014小组赛 Group A,2014,Matchday 6,Group A,"Estádio Castelão, Fortaleza",,
2014-06-17,russia,south_korea,1,1,世界杯2014小组赛 Group H,2014,Matchday 6,Group H,"Arena Pantanal, Cuiabá",,
2014-06-18,australia,netherlands,2,3,世界杯2014小组赛 Group B,2014,Matchday 7,Group B,"Estádio Beira-Rio, Porto Alegre",,
2014-06-18,cameroon,croatia,0,4,世界杯2014小组赛 Group A,2014,Matchday 7,Group A,"Arena Amazônia, Manaus",,
2014-06-18,spain,chile,0,2,世界杯2014小组赛 Group B,2014,Matchday 7,Group B,"Estádio do Maracanã, Rio de Janeiro",,
2014-06-19,colombia,c_te_d_ivoire,2,1,世界杯2014小组赛 Group C,2014,Matchday 8,Group C,"Estádio Nacional Mané Garrincha, Brasília",,
2014-06-19,japan,greece,0,0,世界杯2014小组赛 Group C,2014,Matchday 8,Group C,"Estádio das Dunas, Natal",,
2014-06-19,uruguay,england,2,1,世界杯2014小组赛 Group D,2014,Matchday 8,Group D,"Arena de São Paulo, São Paulo",,
2014-06-20,honduras,ecuador,1,2,世界杯2014小组赛 Group E,2014,Matchday 9,Group E,"Arena da Baixada, Curitiba",,
2014-06-20,italy,costa_rica,0,1,世界杯2014小组赛 Group D,2014,Matchday 9,Group D,"Arena Pernambuco, Recife",,
2014-06-20,switzerland,france,2,5,世界杯2014小组赛 Group E,2014,Matchday 9,Group E,"Arena Fonte Nova, Salvador",,
2014-06-21,argentina,iran,1,0,世界杯2014小组赛 Group F,2014,Matchday 10,Group F,"Estádio Mineirão, Belo Horizonte",,
2014-06-21,germany,ghana,2,2,世界杯2014小组赛 Group G,2014,Matchday 10,Group G,"Estádio Castelão, Fortaleza",,
2014-06-21,nigeria,bosnia_herzegovina,1,0,世界杯2014小组赛 Group F,2014,Matchday 10,Group F,"Arena Pantanal, Cuiabá",,
2014-06-22,belgium,russia,1,0,世界杯2014小组赛 Group H,2014,Matchday 11,Group H,"Estádio do Maracanã, Rio de Janeiro",,
2014-06-22,south_korea,algeria,2,4,世界杯2014小组赛 Group H,2014,Matchday 11,Group H,"Estádio Beira-Rio, Porto Alegre",,
2014-06-22,usa,portugal,2,2,世界杯2014小组赛 Group G,2014,Matchday 11,Group G,"Arena Amazônia, Manaus",,
2014-06-23,australia,spain,0,3,世界杯2014小组赛 Group B,2014,Matchday 12,Group B,"Arena da Baixada, Curitiba",,
2014-06-23,cameroon,brazil,1,4,世界杯2014小组赛 Group A,2014,Matchday 12,Group A,"Estádio Nacional Mané Garrincha, Brasília",,
2014-06-23,croatia,mexico,1,3,世界杯2014小组赛 Group A,2014,Matchday 12,Group A,"Arena Pernambuco, Recife",,
2014-06-23,netherlands,chile,2,0,世界杯2014小组赛 Group B,2014,Matchday 12,Group B,"Arena de São Paulo, São Paulo",,
2014-06-24,costa_rica,england,0,0,世界杯2014小组赛 Group D,2014,Matchday 13,Group D,"Estádio Mineirão, Belo Horizonte",,
2014-06-24,greece,c_te_d_ivoire,2,1,世界杯2014小组赛 Group C,2014,Matchday 13,Group C,"Estádio Castelão, Fortaleza",,
2014-06-24,italy,uruguay,0,1,世界杯2014小组赛 Group D,2014,Matchday 13,Group D,"Estádio das Dunas, Natal",,
2014-06-24,japan,colombia,1,4,世界杯2014小组赛 Group C,2014,Matchday 13,Group C,"Arena Pantanal, Cuiabá",,
2014-06-25,bosnia_herzegovina,iran,3,1,世界杯2014小组赛 Group F,2014,Matchday 14,Group F,"Arena Fonte Nova, Salvador",,
2014-06-25,ecuador,france,0,0,世界杯2014小组赛 Group E,2014,Matchday 14,Group E,"Estádio do Maracanã, Rio de Janeiro",,
2014-06-25,honduras,switzerland,0,3,世界杯2014小组赛 Group E,2014,Matchday 14,Group E,"Arena Amazônia, Manaus",,
2014-06-25,nigeria,argentina,2,3,世界杯2014小组赛 Group F,2014,Matchday 14,Group F,"Estádio Beira-Rio, Porto Alegre",,
2014-06-26,algeria,russia,1,1,世界杯2014小组赛 Group H,2014,Matchday 15,Group H,"Arena da Baixada, Curitiba",,
2014-06-26,portugal,ghana,2,1,世界杯2014小组赛 Group G,2014,Matchday 15,Group G,"Estádio Nacional Mané Garrincha, Brasília",,
2014-06-26,south_korea,belgium,0,1,世界杯2014小组赛 Group H,2014,Matchday 15,Group H,"Arena de São Paulo, São Paulo",,
2014-06-26,usa,germany,0,1,世界杯2014小组赛 Group G,2014,Matchday 15,Group G,"Arena Pernambuco, Recife",,
2014-06-28,brazil,chile,1,1,世界杯2014十六强,2014,Round of 16,,"Estádio Mineirão, Belo Horizonte",3,2
2014-06-28,colombia,uruguay,2,0,世界杯2014十六强,2014,Round of 16,,"Estádio do Maracanã, Rio de Janeiro",,
2014-06-29,costa_rica,greece,1,1,世界杯2014十六强,2014,Round of 16,,"Arena Pernambuco, Recife",5,3
2014-06-29,netherlands,mexico,2,1,世界杯2014十六强,2014,Round of 16,,"Estádio Castelão, Fortaleza",,
2014-06-30,france,nigeria,2,0,世界杯2014十六强,2014,Round of 16,,"Estádio Nacional Mané Garrincha, Brasília",,
2014-06-30,germany,algeria,0,0,世界杯2014十六强,2014,Round of 16,,"Estádio Beira-Rio, Porto Alegre",,
2014-07-01,argentina,switzerland,0,0,世界杯2014十六强,2014,Round of 16,,"Arena de São Paulo, São Paulo",,
2014-07-01,belgium,usa,0,0,世界杯2014十六强,2014,Round of 16,,"Arena Fonte Nova, Salvador",,
2014-07-04,brazil,colombia,2,1,世界杯2014决赛,2014,Quarter-finals,,"Estádio Castelão, Fortaleza",,
2014-07-04,france,germany,0,1,世界杯2014决赛,2014,Quarter-finals,,"Estádio do Maracanã, Rio de Janeiro",,
2014-07-05,argentina,belgium,1,0,世界杯2014决赛,2014,Quarter-finals,,"Estádio Nacional Mané Garrincha, Brasília",,
2014-07-05,netherlands,costa_rica,0,0,世界杯2014决赛,2014,Quarter-finals,,"Arena Fonte Nova, Salvador",4,3
2014-07-08,brazil,germany,1,7,世界杯2014决赛,2014,Semi-finals,,"Estádio Mineirão, Belo Horizonte",,
2014-07-09,netherlands,argentina,0,0,世界杯2014决赛,2014,Semi-finals,,"Arena de São Paulo, São Paulo",2,4
2014-07-12,brazil,netherlands,0,3,世界杯2014季军赛,2014,Match for third place,,"Estádio Nacional Mané Garrincha, Brasília",,
2014-07-13,germany,argentina,0,0,世界杯2014决赛,2014,Final,,"Estádio do Maracanã, Rio de Janeiro",,
2018-06-14,russia,saudi_arabia,5,0,世界杯2018小组赛 Group A,2018,Matchday 1,Group A,"Luzhniki Stadium, Moscow",,
2018-06-15,egypt,uruguay,0,1,世界杯2018小组赛 Group A,2018,Matchday 2,Group A,"Ekaterinburg Arena, Ekaterinburg",,
2018-06-15,morocco,iran,0,1,世界杯2018小组赛 Group B,2018,Matchday 2,Group B,"Saint Petersburg Stadium, Saint Petersburg",,
2018-06-15,portugal,spain,3,3,世界杯2018小组赛 Group B,2018,Matchday 2,Group B,"Fisht Stadium, Sochi",,
2018-06-16,argentina,iceland,1,1,世界杯2018小组赛 Group D,2018,Matchday 3,Group D,"Spartak Stadium, Moscow",,
2018-06-16,croatia,nigeria,2,0,世界杯2018小组赛 Group D,2018,Matchday 3,Group D,"Kaliningrad Stadium, Kaliningrad",,
2018-06-16,france,australia,2,1,世界杯2018小组赛 Group C,2018,Matchday 3,Group C,"Kazan Arena, Kazan",,
2018-06-16,peru,denmark,0,1,世界杯2018小组赛 Group C,2018,Matchday 3,Group C,"Mordovia Arena, Saransk",,
2018-06-17,brazil,switzerland,1,1,世界杯2018小组赛 Group E,2018,Matchday 4,Group E,"Rostov Arena, Rostov-on-Don",,
2018-06-17,costa_rica,serbia,0,1,世界杯2018小组赛 Group E,2018,Matchday 4,Group E,"Samara Arena, Samara",,
2018-06-17,germany,mexico,0,1,世界杯2018小组赛 Group F,2018,Matchday 4,Group F,"Luzhniki Stadium, Moscow",,
2018-06-18,belgium,panama,3,0,世界杯2018小组赛 Group G,2018,Matchday 5,Group G,"Fisht Stadium, Sochi",,
2018-06-18,sweden,south_korea,1,0,世界杯2018小组赛 Group F,2018,Matchday 5,Group F,"Nizhny Novgorod Stadium, Nizhny Novgorod",,
2018-06-18,tunisia,england,1,2,世界杯2018小组赛 Group G,2018,Matchday 5,Group G,"Volgograd Arena, Volgograd",,
2018-06-19,colombia,japan,1,2,世界杯2018小组赛 Group H,2018,Matchday 6,Group H,"Mordovia Arena, Saransk",,
2018-06-19,poland,senegal,1,2,世界杯2018小组赛 Group H,2018,Matchday 6,Group H,"Spartak Stadium, Moscow",,
